issue_date,issue_hour,issue_datetime,lead_hour,target_datetime,pv_forecast_kw
2025-01-26 00:00:00,12,2025-01-26 12:00:00,20,2025-01-27 08:00:00,1616.22190000
2025-01-26 00:00:00,12,2025-01-26 12:00:00,21,2025-01-27 09:00:00,2925.48170000
2025-01-26 00:00:00,12,2025-01-26 12:00:00,22,2025-01-27 10:00:00,5640.30290000
2025-01-26 00:00:00,12,2025-01-26 12:00:00,23,2025-01-27 11:00:00,6791.68830000
2025-01-26 00:00:00,12,2025-01-26 12:00:00,24,2025-01-27 12:00:00,7245.26920000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,1,2025-01-26 19:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,2,2025-01-26 20:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,3,2025-01-26 21:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,4,2025-01-26 22:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,5,2025-01-26 23:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,6,2025-01-27 00:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,7,2025-01-27 01:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,8,2025-01-27 02:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,9,2025-01-27 03:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,10,2025-01-27 04:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,11,2025-01-27 05:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,12,2025-01-27 06:00:00,0.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,13,2025-01-27 07:00:00,284.97370000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,14,2025-01-27 08:00:00,2123.08210000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,15,2025-01-27 09:00:00,4230.75490000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,16,2025-01-27 10:00:00,6084.00000000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,17,2025-01-27 11:00:00,6574.66610000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,18,2025-01-27 12:00:00,6856.99250000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,19,2025-01-27 13:00:00,5869.73040000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,20,2025-01-27 14:00:00,4880.61080000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,21,2025-01-27 15:00:00,2933.15320000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,22,2025-01-27 16:00:00,1472.42380000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,23,2025-01-27 17:00:00,202.22520000
2025-01-26 00:00:00,18,2025-01-26 18:00:00,24,2025-01-27 18:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,1,2025-01-27 01:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,2,2025-01-27 02:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,3,2025-01-27 03:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,4,2025-01-27 04:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,5,2025-01-27 05:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,6,2025-01-27 06:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,7,2025-01-27 07:00:00,246.49320000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,8,2025-01-27 08:00:00,1872.53630000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,9,2025-01-27 09:00:00,3498.53810000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,10,2025-01-27 10:00:00,5401.30130000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,11,2025-01-27 11:00:00,6043.72480000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,12,2025-01-27 12:00:00,7247.51250000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,13,2025-01-27 13:00:00,6384.98250000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,14,2025-01-27 14:00:00,6088.05000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,15,2025-01-27 15:00:00,4352.70000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,16,2025-01-27 16:00:00,2482.20000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,17,2025-01-27 17:00:00,325.12880000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,18,2025-01-27 18:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,19,2025-01-27 19:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,20,2025-01-27 20:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,21,2025-01-27 21:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,22,2025-01-27 22:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,23,2025-01-27 23:00:00,0.00000000
2025-01-27 00:00:00,0,2025-01-27 00:00:00,24,2025-01-28 00:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,1,2025-01-27 07:00:00,244.38440000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,2,2025-01-27 08:00:00,1915.78730000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,3,2025-01-27 09:00:00,3843.89860000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,4,2025-01-27 10:00:00,5640.72090000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,5,2025-01-27 11:00:00,6126.93870000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,6,2025-01-27 12:00:00,6979.76920000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,7,2025-01-27 13:00:00,5648.08060000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,8,2025-01-27 14:00:00,4946.17890000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,9,2025-01-27 15:00:00,3351.46890000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,10,2025-01-27 16:00:00,1940.69600000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,11,2025-01-27 17:00:00,271.76450000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,12,2025-01-27 18:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,13,2025-01-27 19:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,14,2025-01-27 20:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,15,2025-01-27 21:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,16,2025-01-27 22:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,17,2025-01-27 23:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,18,2025-01-28 00:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,19,2025-01-28 01:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,20,2025-01-28 02:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,21,2025-01-28 03:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,22,2025-01-28 04:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,23,2025-01-28 05:00:00,0.00000000
2025-01-27 00:00:00,6,2025-01-27 06:00:00,24,2025-01-28 06:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,1,2025-01-27 13:00:00,5670.84330000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,2,2025-01-27 14:00:00,5345.49190000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,3,2025-01-27 15:00:00,3683.71850000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,4,2025-01-27 16:00:00,2021.34180000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,5,2025-01-27 17:00:00,279.06880000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,6,2025-01-27 18:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,7,2025-01-27 19:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,8,2025-01-27 20:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,9,2025-01-27 21:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,10,2025-01-27 22:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,11,2025-01-27 23:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,12,2025-01-28 00:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,13,2025-01-28 01:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,14,2025-01-28 02:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,15,2025-01-28 03:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,16,2025-01-28 04:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,17,2025-01-28 05:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,18,2025-01-28 06:00:00,0.00000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,19,2025-01-28 07:00:00,309.89280000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,20,2025-01-28 08:00:00,1883.27300000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,21,2025-01-28 09:00:00,3534.51340000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,22,2025-01-28 10:00:00,5531.47820000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,23,2025-01-28 11:00:00,7088.10000000
2025-01-27 00:00:00,12,2025-01-27 12:00:00,24,2025-01-28 12:00:00,6341.48860000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,1,2025-01-27 19:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,2,2025-01-27 20:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,3,2025-01-27 21:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,4,2025-01-27 22:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,5,2025-01-27 23:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,6,2025-01-28 00:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,7,2025-01-28 01:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,8,2025-01-28 02:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,9,2025-01-28 03:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,10,2025-01-28 04:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,11,2025-01-28 05:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,12,2025-01-28 06:00:00,0.00000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,13,2025-01-28 07:00:00,266.91080000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,14,2025-01-28 08:00:00,1817.77020000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,15,2025-01-28 09:00:00,3054.63810000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,16,2025-01-28 10:00:00,4874.87490000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,17,2025-01-28 11:00:00,7088.10000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,18,2025-01-28 12:00:00,6568.44220000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,19,2025-01-28 13:00:00,6124.88920000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,20,2025-01-28 14:00:00,6088.05000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,21,2025-01-28 15:00:00,4352.70000000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,22,2025-01-28 16:00:00,2427.42780000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,23,2025-01-28 17:00:00,365.98810000
2025-01-27 00:00:00,18,2025-01-27 18:00:00,24,2025-01-28 18:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,1,2025-01-28 01:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,2,2025-01-28 02:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,3,2025-01-28 03:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,4,2025-01-28 04:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,5,2025-01-28 05:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,6,2025-01-28 06:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,7,2025-01-28 07:00:00,317.84970000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,8,2025-01-28 08:00:00,2080.79570000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,9,2025-01-28 09:00:00,3665.96850000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,10,2025-01-28 10:00:00,4911.53200000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,11,2025-01-28 11:00:00,5868.64550000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,12,2025-01-28 12:00:00,4888.09710000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,13,2025-01-28 13:00:00,4900.98780000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,14,2025-01-28 14:00:00,5194.76350000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,15,2025-01-28 15:00:00,3780.32810000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,16,2025-01-28 16:00:00,2049.85080000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,17,2025-01-28 17:00:00,306.57970000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,18,2025-01-28 18:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,19,2025-01-28 19:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,20,2025-01-28 20:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,21,2025-01-28 21:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,22,2025-01-28 22:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,23,2025-01-28 23:00:00,0.00000000
2025-01-28 00:00:00,0,2025-01-28 00:00:00,24,2025-01-29 00:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,1,2025-01-28 07:00:00,278.91770000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,2,2025-01-28 08:00:00,1868.38200000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,3,2025-01-28 09:00:00,3563.67930000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,4,2025-01-28 10:00:00,4945.80600000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,5,2025-01-28 11:00:00,6069.79130000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,6,2025-01-28 12:00:00,5715.82770000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,7,2025-01-28 13:00:00,5378.22580000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,8,2025-01-28 14:00:00,4657.12460000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,9,2025-01-28 15:00:00,3530.18770000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,10,2025-01-28 16:00:00,2061.90180000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,11,2025-01-28 17:00:00,297.33920000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,12,2025-01-28 18:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,13,2025-01-28 19:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,14,2025-01-28 20:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,15,2025-01-28 21:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,16,2025-01-28 22:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,17,2025-01-28 23:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,18,2025-01-29 00:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,19,2025-01-29 01:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,20,2025-01-29 02:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,21,2025-01-29 03:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,22,2025-01-29 04:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,23,2025-01-29 05:00:00,0.00000000
2025-01-28 00:00:00,6,2025-01-28 06:00:00,24,2025-01-29 06:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,1,2025-01-28 13:00:00,5646.29830000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,2,2025-01-28 14:00:00,5014.36400000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,3,2025-01-28 15:00:00,3779.14550000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,4,2025-01-28 16:00:00,2158.64470000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,5,2025-01-28 17:00:00,298.97520000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,6,2025-01-28 18:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,7,2025-01-28 19:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,8,2025-01-28 20:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,9,2025-01-28 21:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,10,2025-01-28 22:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,11,2025-01-28 23:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,12,2025-01-29 00:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,13,2025-01-29 01:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,14,2025-01-29 02:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,15,2025-01-29 03:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,16,2025-01-29 04:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,17,2025-01-29 05:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,18,2025-01-29 06:00:00,0.00000000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,19,2025-01-29 07:00:00,261.15660000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,20,2025-01-29 08:00:00,1737.36400000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,21,2025-01-29 09:00:00,3111.05120000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,22,2025-01-29 10:00:00,4921.46450000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,23,2025-01-29 11:00:00,4550.24620000
2025-01-28 00:00:00,12,2025-01-28 12:00:00,24,2025-01-29 12:00:00,4925.43450000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,1,2025-01-28 19:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,2,2025-01-28 20:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,3,2025-01-28 21:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,4,2025-01-28 22:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,5,2025-01-28 23:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,6,2025-01-29 00:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,7,2025-01-29 01:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,8,2025-01-29 02:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,9,2025-01-29 03:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,10,2025-01-29 04:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,11,2025-01-29 05:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,12,2025-01-29 06:00:00,0.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,13,2025-01-29 07:00:00,297.00510000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,14,2025-01-29 08:00:00,2107.00000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,15,2025-01-29 09:00:00,3966.84510000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,16,2025-01-29 10:00:00,5089.96510000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,17,2025-01-29 11:00:00,6023.58190000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,18,2025-01-29 12:00:00,6523.42870000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,19,2025-01-29 13:00:00,7157.62500000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,20,2025-01-29 14:00:00,6088.05000000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,21,2025-01-29 15:00:00,4665.88360000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,22,2025-01-29 16:00:00,2447.58760000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,23,2025-01-29 17:00:00,346.99220000
2025-01-28 00:00:00,18,2025-01-28 18:00:00,24,2025-01-29 18:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,1,2025-01-29 01:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,2,2025-01-29 02:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,3,2025-01-29 03:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,4,2025-01-29 04:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,5,2025-01-29 05:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,6,2025-01-29 06:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,7,2025-01-29 07:00:00,351.32240000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,8,2025-01-29 08:00:00,2284.21860000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,9,2025-01-29 09:00:00,4239.79100000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,10,2025-01-29 10:00:00,5641.63520000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,11,2025-01-29 11:00:00,5940.88070000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,12,2025-01-29 12:00:00,6187.54700000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,13,2025-01-29 13:00:00,6739.13480000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,14,2025-01-29 14:00:00,6088.05000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,15,2025-01-29 15:00:00,4790.25000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,16,2025-01-29 16:00:00,2646.33750000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,17,2025-01-29 17:00:00,357.86370000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,18,2025-01-29 18:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,19,2025-01-29 19:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,20,2025-01-29 20:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,21,2025-01-29 21:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,22,2025-01-29 22:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,23,2025-01-29 23:00:00,0.00000000
2025-01-29 00:00:00,0,2025-01-29 00:00:00,24,2025-01-30 00:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,1,2025-01-29 07:00:00,322.40170000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,2,2025-01-29 08:00:00,2146.46550000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,3,2025-01-29 09:00:00,3853.68240000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,4,2025-01-29 10:00:00,5530.60000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,5,2025-01-29 11:00:00,5905.64360000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,6,2025-01-29 12:00:00,5850.32190000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,7,2025-01-29 13:00:00,5837.94800000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,8,2025-01-29 14:00:00,5497.64550000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,9,2025-01-29 15:00:00,4072.36540000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,10,2025-01-29 16:00:00,2059.47450000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,11,2025-01-29 17:00:00,302.92340000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,12,2025-01-29 18:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,13,2025-01-29 19:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,14,2025-01-29 20:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,15,2025-01-29 21:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,16,2025-01-29 22:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,17,2025-01-29 23:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,18,2025-01-30 00:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,19,2025-01-30 01:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,20,2025-01-30 02:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,21,2025-01-30 03:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,22,2025-01-30 04:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,23,2025-01-30 05:00:00,0.00000000
2025-01-29 00:00:00,6,2025-01-29 06:00:00,24,2025-01-30 06:00:00,0.00000000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,1,2025-01-29 13:00:00,6681.42680000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,2,2025-01-29 14:00:00,6069.27330000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,3,2025-01-29 15:00:00,4442.87610000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,4,2025-01-29 16:00:00,2301.16210000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,5,2025-01-29 17:00:00,308.07350000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,6,2025-01-29 18:00:00,0.00000000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,7,2025-01-29 19:00:00,0.00000000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,8,2025-01-29 20:00:00,0.00000000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,9,2025-01-29 21:00:00,0.00000000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,10,2025-01-29 22:00:00,0.00000000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,11,2025-01-29 23:00:00,0.00000000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,12,2025-01-30 00:00:00,0.00000000
2025-01-29 00:00:00,12,2025-01-29 12:00:00,13,2025-01-30 01:00:00,0.00000000
