time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
2002,33.11130481,33.11937028,33.14357393,33.18393705,33.24049364,33.31328829,33.40237328,33.50780517,33.62964117,33.76793587,33.92273894,34.09409452,34.28204318,34.48662748,34.70790250,34.94595273,35.20091621,35.47301669,35.76260746,36.07023332,36.39671138
2003,33.11597742,33.12404430,33.14825212,33.18862192,33.24518733,33.31799242,33.40708881,33.51253230,33.63437934,33.77268380,33.92749477,34.09885609,34.28680839,34.49139475,34.71267124,34.95072384,35.20569235,35.47780249,35.76740975,36.07506083,36.40157273
2004,33.12065086,33.12871914,33.15293107,33.19330748,33.24988160,33.32269699,33.41180462,33.51725956,33.63911749,33.77743158,33.93225038,34.10361744,34.29157346,34.49616201,34.71744021,34.95549547,35.21046933,35.48258949,35.77221362,36.07989031,36.40643592
2005,33.12532511,33.13339478,33.15761078,33.19799371,33.25457645,33.32740201,33.41652073,33.52198695,33.64385561,33.78217921,33.93700578,34.10837858,34.29633838,34.50092929,34.72220942,34.96026763,35.21524718,35.48737769,35.77701908,36.08472175,36.41130089
2006,33.13000018,33.13807121,33.16229124,33.20268062,33.25927186,33.33210746,33.42123711,33.52671445,33.64859371,33.78692671,33.94176097,34.11313951,34.30110318,34.50569660,34.72697890,34.96504036,35.22002589,35.49216708,35.78182612,36.08955514,36.41616760
2007,33.13467602,33.14274841,33.16697242,33.20736820,33.26396786,33.33681338,33.42595385,33.53144218,33.65333189,33.79167415,33.94651600,34.11790021,34.30586775,34.51046380,34.73174847,34.96981347,35.22480538,35.49695766,35.78663456,36.09438977,36.42103598
2008,33.13935264,33.14742636,33.17165433,33.21205643,33.26866442,33.34151977,33.43067091,33.53617010,33.65807012,33.79642152,33.95127085,34.12266070,34.31063215,34.51523093,34.73651820,34.97458703,35.22958569,35.50174944,35.79144444,36.09922581,36.42590598
2009,33.14403003,33.15210509,33.17633695,33.21674531,33.27336153,33.34622658,33.43538827,33.54089816,33.66280836,33.80116878,33.95602554,34.12742101,34.31539643,34.51999810,34.74128817,34.97936112,35.23436685,35.50654243,35.79625582,36.10406350,36.43077759
2010,33.14870820,33.15678456,33.18102029,33.22143483,33.27805918,33.35093380,33.44010591,33.54562637,33.66754660,33.80591595,33.96078007,34.13218115,34.32016060,34.52476531,34.74605841,34.98413576,35.23914888,35.51133661,35.80106870,36.10890284,36.43565076
2011,33.15338712,33.16146479,33.18570433,33.22612498,33.28275736,33.35564144,33.44482382,33.55035471,33.67228486,33.81066302,33.96553444,34.13694113,34.32492470,34.52953258,34.75082893,34.98891095,35.24393178,35.51613199,35.80588307,36.11374379,36.44052545
2012,33.15806680,33.16614575,33.19038906,33.23081575,33.28745607,33.36034948,33.44954200,33.55508318,33.67702312,33.81541001,33.97028867,34.14170098,34.32968872,34.53429993,34.75559974,34.99368670,35.24871555,35.52092858,35.81069893,36.11858633,36.44540161
2013,33.16274723,33.17082744,33.19507448,33.23550713,33.29215529,33.36505792,33.45426044,33.55981178,33.68176140,33.82015691,33.97504276,34.14646070,34.33445269,34.53906736,34.76037085,34.99846304,35.25350021,35.52572637,35.81551626,36.12343043,36.45027921
2014,33.16742839,33.17550985,33.19976058,33.24019912,33.29685501,33.36976674,33.45897915,33.56454051,33.68649968,33.82490372,33.97979673,34.15122030,34.33921662,34.54383490,34.76514229,35.00323996,35.25828575,35.53052537,35.82033506,36.12827607,36.45515819
2015,33.17211028,33.18019298,33.20444734,33.24489171,33.30155524,33.37447594,33.46369810,33.56926936,33.69123797,33.82965047,33.98455058,34.15597980,34.34398052,34.54860257,34.76991406,35.00801747,35.26307219,35.53532558,35.82515533,36.13312322,36.46003851
2016,33.17679289,33.18487681,33.20913477,33.24958488,33.30625595,33.37918552,33.46841730,33.57399833,33.69597627,33.83439714,33.98930432,34.16073920,34.34874441,34.55337037,34.77468617,35.01279560,35.26785954,35.54012700,35.82997705,36.13797186,36.46492014
2017,33.18147621,33.18956134,33.21382285,33.25427863,33.31095715,33.38389547,33.47313674,33.57872742,33.70071458,33.83914375,33.99405796,34.16549853,34.35350830,34.55813832,34.77945865,35.01757434,35.27264779,35.54492962,35.83480022,36.14282196,36.46980302
2018,33.18616024,33.19424656,33.21851157,33.25897295,33.31565882,33.38860577,33.47785641,33.58345663,33.70545290,33.84389029,33.99881151,34.17025778,34.35827221,34.56290644,34.78423151,35.02235372,35.27743695,35.54973346,35.83962483,36.14767349,36.47468712
2019,33.19084496,33.19893247,33.22320095,33.26366789,33.32036103,33.39331653,33.48257644,33.58818605,33.71019131,33.84863680,34.00356494,34.17501689,34.36303601,34.56767456,34.78900456,35.02713354,35.28222683,35.55453818,35.84445047,36.15252645,36.47957323
2020,33.19553038,33.20361905,33.22789098,33.26836341,33.32506376,33.39802770,33.48729677,33.59291567,33.71492980,33.85338329,34.00831827,34.17977587,34.36779974,34.57244274,34.79377786,35.03191387,35.28701747,35.55934387,35.84927721,36.15738082,36.48446111
2021,33.20021647,33.20830631,33.23258163,33.27305949,33.32976696,33.40273925,33.49201735,33.59764543,33.71966832,33.85812973,34.01307152,34.18453480,34.37256349,34.57721109,34.79855153,35.03669480,35.29180898,35.56415068,35.85410525,36.16223654,36.48935032
2022,33.20490323,33.21299421,33.23727290,33.27775613,33.33447062,33.40745115,33.49673818,33.60237532,33.72440688,33.86287614,34.01782471,34.18929369,34.37732727,34.58197961,34.80332557,35.04147635,35.29660137,35.56895862,35.85893459,36.16709360,36.49424080
2023,33.20959066,33.21768277,33.24196478,33.28245330,33.33917473,33.41216340,33.50145925,33.60710534,33.72914547,33.86762251,34.02257784,34.19405253,34.38209110,34.58674832,34.80810000,35.04625852,35.30139464,35.57376767,35.86376521,36.17195198,36.49913255
2024,33.21427874,33.22237197,33.24665726,33.28715101,33.34387930,33.41687600,33.50618056,33.61183549,33.73388410,33.87236886,34.02733091,34.19881135,34.38685499,34.59151723,34.81287483,35.05104133,35.30618880,35.57857784,35.86859709,36.17681165,36.50402552
2025,33.21896747,33.22706180,33.25135033,33.29184925,33.34858431,33.42158894,33.51090210,33.61656577,33.73862277,33.87711519,34.03208394,34.20357016,34.39161895,34.59628636,34.81765006,35.05582478,35.31098384,35.58338911,35.87343022,36.18167257,36.50891968
2026,33.22365684,33.23175226,33.25604398,33.29654801,33.35328975,33.42630222,33.51562387,33.62129617,33.74336149,33.88186150,34.03683694,34.20832896,34.39638299,34.60105571,34.82242572,35.06060887,35.31577977,35.58820150,35.87826459,36.18653474,36.51381501
2027,33.22834684,33.23644333,33.26073822,33.30124728,33.35799562,33.43101582,33.52034586,33.62602671,33.74810024,33.88660780,34.04158991,34.21308777,34.40114714,34.60582531,34.82720181,35.06539363,35.32057660,35.59301499,35.88310018,36.19139811,36.51871147
2028,33.23303746,33.24113502,33.26543302,33.30594706,33.36270190,33.43572975,33.52506807,33.63075736,33.75283904,33.89135410,34.04634287,34.21784660,34.40591138,34.61059516,34.83197834,35.07017904,35.32537432,35.59782958,35.88793699,36.19626267,36.52360902
2029,33.23772869,33.24582730,33.27012838,33.31064733,33.36740861,33.44044399,33.52979050,33.63548814,33.75757789,33.89610039,34.05109581,34.22260545,34.41067576,34.61536527,34.83675532,35.07496513,35.33017295,35.60264527,35.89277499,36.20112840,36.52850765
2030,33.24242053,33.25052017,33.27482429,33.31534809,33.37211571,33.44515855,33.53451314,33.64021904,33.76231678,33.90084668,34.05584875,34.22736435,34.41544026,34.62013566,34.84153277,35.07975190,35.33497247,35.60746206,35.89761418,36.20599526,36.53340732
2031,33.24711297,33.25521363,33.27952075,33.32004933,33.37682322,33.44987340,33.53923599,33.64495006,33.76705572,33.90559298,34.06060170,34.23212330,34.42020491,34.62490635,34.84631070,35.08453936,35.33977291,35.61227993,35.90245454,36.21086322,36.53830800
2032,33.25180600,33.25990767,33.28421774,33.32475104,33.38153112,33.45458856,33.54395905,33.64968119,33.77179471,33.91033930,34.06535466,34.23688231,34.42496972,34.62967733,34.85108912,35.08932751,35.34457425,35.61709889,35.90729606,36.21573228,36.54320965
2033,33.25649960,33.26460227,33.28891526,33.32945322,33.38623940,33.45930401,33.54868230,33.65441244,33.77653375,33.91508563,34.07010764,34.24164139,34.42973470,34.63444864,34.85586803,35.09411637,35.34937650,35.62191894,35.91213872,36.22060239,36.54811225
2034,33.26119378,33.26929743,33.29361330,33.33415586,33.39094806,33.46401975,33.55340575,33.65914380,33.78127285,33.91983198,34.07486065,34.24640056,34.43449987,34.63922027,34.86064746,35.09890594,35.35417968,35.62674006,35.91698252,36.22547354,36.55301577
2035,33.26588853,33.27399314,33.29831185,33.33885894,33.39565709,33.46873577,33.55812939,33.66387528,33.78601200,33.92457836,34.07961370,34.25115982,34.43926523,34.64399225,34.86542741,35.10369623,35.35898377,35.63156227,35.92182743,36.23034570,36.55792017
2036,33.27058383,33.27868939,33.30301091,33.34356248,33.40036648,33.47345207,33.56285323,33.66860688,33.79075121,33.92932478,34.08436680,34.25591917,34.44403079,34.64876457,34.87020787,35.10848724,35.36378876,35.63638552,35.92667343,36.23521888,36.56282550
2037,33.27527969,33.28338620,33.30771048,33.34826647,33.40507628,33.47816869,33.56757730,33.67333863,33.79549051,33.93407124,34.08911993,34.26067860,34.44879650,34.65353717,34.87498878,35.11327887,35.36859455,35.64120966,35.93152041,36.24009322,36.56773215
2038,33.27997609,33.28808353,33.31241055,33.35297092,33.40978646,33.48288561,33.57230160,33.67807053,33.80022990,33.93881775,34.09387310,34.26543811,34.45356239,34.65831008,34.87977018,35.11807118,35.37340118,35.64603474,35.93636838,36.24496866,36.57263996
2039,33.28467303,33.29278139,33.31711112,33.35767580,33.41449701,33.48760284,33.57702612,33.68280258,33.80496937,33.94356431,34.09862633,34.27019772,34.45832847,34.66308330,34.88455205,35.12286415,35.37820863,35.65086073,35.94121731,36.24984518,36.57754895
2040,33.28937051,33.29747978,33.32181218,33.36238113,33.41920794,33.49232037,33.58175086,33.68753478,33.80970894,33.94831093,34.10337962,34.27495744,34.46309473,34.66785685,34.88933441,35.12765779,35.38301689,35.65568758,35.94606696,36.25472135,36.58245073
2041,33.29406851,33.30217868,33.32651372,33.36708689,33.42391924,33.49703818,33.58647582,33.69226712,33.81444860,33.95305761,34.10813298,34.27971727,34.46786120,34.67263073,34.89411727,35.13245208,35.38782592,35.66051519,35.95091656,36.25959216,36.58731636
2042,33.29876703,33.30687810,33.33121575,33.37179308,33.42863090,33.50175630,33.59120100,33.69699962,33.81918835,33.95780436,34.11288641,34.28447721,34.47262788,34.67740495,34.89890061,35.13724702,35.39263573,35.66534355,35.95576631,36.26445924,36.59215529
2043,33.30346607,33.31157801,33.33591825,33.37649970,33.43334293,33.50647471,33.59592640,33.70173227,33.82392821,33.96255118,34.11763991,34.28923728,34.47739476,34.68217950,34.90368444,35.14204261,35.39744629,35.67017261,35.96061607,36.26932166,36.59696221
2044,33.30816562,33.31627843,33.34062121,33.38120674,33.43805532,33.51119341,33.60065202,33.70646508,33.82866817,33.96729808,34.12239350,34.29399747,34.48216186,34.68695439,34.90846877,35.14683883,35.40225755,35.67500216,35.96546495,36.27417742,36.60174309
2045,33.31286568,33.32097934,33.34532464,33.38591420,33.44276807,33.51591240,33.60537785,33.71119803,33.83340823,33.97204506,34.12714718,34.29875782,34.48692920,34.69172964,34.91325359,35.15163567,35.40706942,35.67983172,35.97031121,36.27902304,36.60651906
2046,33.31756623,33.32568074,33.35002853,33.39062207,33.44748116,33.52063166,33.61010390,33.71593113,33.83814840,33.97679212,34.13190096,34.30351830,34.49169677,34.69650525,34.91803892,35.15643313,35.41188190,35.68466140,35.97515518,36.28385841,36.61127619
2047,33.32226727,33.33038262,33.35473287,33.39533034,33.45219460,33.52535121,33.61483016,33.72066439,33.84288867,33.98153927,34.13665484,34.30827895,34.49646459,34.70128122,34.92282474,35.16123120,35.41669495,35.68949107,35.97999636,36.28868209,36.61601465
2048,33.32696879,33.33508497,33.35943765,33.40003901,33.45690838,33.53007103,33.61955663,33.72539781,33.84762906,33.98628652,34.14140884,34.31303976,34.50123266,34.70605757,34.92761106,35.16602982,35.42150833,35.69431992,35.98483319,36.29349433,36.62073991
2049,33.33167078,33.33978778,33.36414287,33.40474807,33.46162250,33.53479113,33.62428331,33.73013137,33.85236957,33.99103388,34.14616296,34.31780075,34.50600100,34.71083429,34.93239785,35.17082890,35.42632178,35.69914727,35.98966459,36.29829748,36.62545779
2050,33.33637326,33.34449107,33.36884853,33.40945753,33.46633696,33.53951150,33.62901020,33.73486509,33.85711019,33.99578133,34.15091720,34.32256190,34.51076959,34.71561138,34.93718513,35.17562852,35.43113554,35.70397383,35.99449183,36.30309021,36.63016277
2051,33.34107622,33.34919482,33.37355464,33.41416739,33.47105176,33.54423215,33.63373730,33.73959896,33.86185092,34.00052888,34.15567155,34.32732322,34.51553844,34.72038884,34.94197289,35.18042868,35.43594963,35.70879960,35.99931493,36.30787251,36.63485486
2052,33.34577963,33.35389902,33.37826116,33.41887762,33.47576688,33.54895306,33.63846462,33.74433300,33.86659178,34.00527656,34.16042604,34.33208474,34.52030756,34.72516666,34.94676103,35.18522900,35.44076307,35.71362275,36.00413226,36.31264719,36.63953984
2053,33.35048347,33.35860365,33.38296807,33.42358822,33.48048231,33.55367423,33.64319213,33.74906720,33.87133278,34.01002437,34.16518070,34.33684648,34.52507697,34.72994482,34.95154948,35.19002928,35.44557534,35.71844226,36.00894293,36.31741581,36.64422091
2054,33.35518777,33.36330872,33.38767541,33.42829919,33.48519807,33.55839567,33.64791986,33.75380156,33.87607391,34.01477230,34.16993550,34.34160841,34.52984666,34.73472335,34.95633833,35.19482982,35.45038722,35.72325963,36.01374827,36.32217607,36.64889333
2055,33.35989253,33.36801423,33.39238317,33.43301054,33.48991415,33.56311737,33.65264779,33.75853608,33.88081517,34.01952035,34.17469044,34.34637053,34.53461661,34.73950224,34.96112759,35.19963063,35.45519871,35.72807486,36.01854826,36.32692796,36.65355711
2056,33.36459774,33.37272020,33.39709136,33.43772227,33.49463056,33.56783934,33.65737594,33.76327075,33.88555655,34.02426851,34.17944551,34.35113285,34.53938684,34.74428148,34.96591725,35.20443170,35.46000981,35.73288796,36.02334291,36.33167150,36.65821224
2057,33.36930338,33.37742659,33.40179993,33.44243436,33.49934728,33.57256157,33.66210429,33.76800560,33.89029808,34.02901683,34.18420076,34.35589538,34.54415734,34.74906101,34.97070705,35.20923243,35.46481944,35.73769776,36.02813250,36.33640917,36.66286113
2058,33.37400943,33.38213337,33.40650889,33.44714679,33.50406430,33.57728405,33.66683285,33.77274062,33.89503976,34.03376529,34.18895618,34.36065813,34.54892810,34.75384079,34.97549692,35.21403261,35.46962724,35.74250387,36.03291711,36.34114181,36.66750457
2059,33.37871591,33.38684058,33.41121825,33.45185958,33.50878164,33.58200680,33.67156163,33.77747581,33.89978159,34.03851390,34.19371177,34.36542109,34.55369914,34.75862088,34.98028702,35.21883265,35.47443393,35.74730708,36.03769657,36.34586775,36.67214095
2060,33.38342283,33.39154822,33.41592800,33.45657274,33.51349929,33.58672981,33.67629061,33.78221117,33.90452355,34.04326264,34.19846752,34.37018426,34.55847044,34.76340128,34.98507735,35.22363256,35.47923951,35.75210739,36.04247086,36.35058697,36.67677027
2061,33.38813018,33.39625629,33.42063816,33.46128626,33.51821725,33.59145307,33.68101980,33.78694669,33.90926565,34.04801152,34.20322342,34.37494764,34.56324202,34.76818198,34.98986792,35.22843232,35.48404399,35.75690479,36.04724000,36.35529949,36.68139254
2062,33.39283794,33.40096475,33.42534870,33.46600012,33.52293552,33.59617659,33.68574920,33.79168239,33.91400791,34.05276055,34.20797951,34.37971124,34.56801383,34.77296288,34.99465843,35.23323144,35.48884672,35.76169895,36.05200448,36.36000640,36.68600895
2063,33.39754610,33.40567361,33.43005961,33.47071432,33.52765408,33.60090037,33.69047881,33.79641827,33.91875034,34.05750975,34.21273578,34.38447505,34.57278586,34.77774390,34.99944877,35.23802969,35.49364742,35.76648972,36.05676455,36.36470820,36.69062003
2064,33.40225466,33.41038286,33.43477089,33.47542886,33.53237294,33.60562439,33.69520864,33.80115432,33.92349292,34.06225912,34.21749224,34.38923907,34.57755812,34.78252509,35.00423902,35.24282721,35.49844628,35.77127720,36.06152003,36.36940453,36.69522541
2065,33.40696362,33.41509250,33.43948254,33.48014374,33.53709209,33.61034867,33.69993867,33.80589056,33.92823567,34.06700864,34.22224888,34.39400331,34.58233061,34.78730644,35.00902914,35.24762394,35.50324321,35.77606134,36.06627102,36.37409558,36.69982528
2066,33.41167298,33.41980253,33.44419456,33.48485896,33.54181154,33.61507320,33.70466892,33.81062697,33.93297858,34.07175834,34.22700570,34.39876777,34.58710332,34.79208791,35.01381907,35.25241979,35.50803808,35.78084209,36.07101759,36.37878154,36.70441986
2067,33.41638273,33.42451295,33.44890695,33.48957451,33.54653129,33.61979799,33.70939938,33.81536357,33.93772166,34.07650819,34.23176270,34.40353240,34.59187617,34.79686942,35.01860875,35.25721486,35.51283133,35.78561991,36.07575960,36.38346181,36.70900865
2068,33.42109288,33.42922376,33.45361970,33.49429039,33.55125133,33.62452303,33.71413006,33.82010035,33.94246489,34.08125821,34.23651987,34.40829720,34.59664917,34.80165093,35.02339814,35.26200908,35.51762285,35.79039474,36.08049713,36.38813659,36.71359186
2069,33.42580341,33.43393494,33.45833281,33.49900660,33.55597166,33.62924831,33.71886094,33.82483731,33.94720830,34.08600840,34.24127722,34.41306220,34.60142233,34.80643246,35.02818718,35.26680226,35.52241230,35.79516632,36.08523036,36.39280638,36.71816998
2070,33.43051432,33.43864650,33.46304628,33.50372314,33.56069229,33.63397385,33.72359204,33.82957446,33.95195188,34.09075876,34.24603476,34.41782739,34.60619563,34.81121399,35.03297584,35.27159435,35.52719960,35.79993462,36.08995937,36.39747132,36.72274318
2071,33.43522561,33.44335843,33.46776010,33.50844000,33.56541319,33.63869964,33.72832336,33.83431180,33.95669564,34.09550929,34.25079248,34.42259277,34.61096909,34.81599548,35.03776405,35.27638525,35.53198469,35.80469961,36.09468424,36.40213156,36.72731161
2072,33.43993727,33.44807073,33.47247427,33.51315718,33.57013438,33.64342567,33.73305489,33.83904933,33.96143957,34.10026001,34.25555039,34.42735834,34.61574267,34.82077692,35.04255178,35.28117490,35.53676748,35.80946126,36.09940503,36.40678723,36.73187544
2073,33.44464930,33.45278339,33.47718878,33.51787467,33.57485586,33.64815195,33.73778663,33.84378705,33.96618369,34.10501091,34.26030850,34.43212409,34.62051637,34.82555827,35.04733896,35.28596322,35.54154790,35.81421955,36.10412183,36.41143849,36.73643485
2074,33.44936170,33.45749640,33.48190363,33.52259248,33.57957761,33.65287847,33.74251859,33.84852496,33.97092798,34.10976200,34.26506680,34.43689003,34.62529019,34.83033952,35.05212556,35.29075013,35.54632585,35.81897446,36.10883469,36.41608547,36.74098998
2075,33.45407445,33.46220978,33.48661882,33.52731060,33.58429965,33.65760525,33.74725076,33.85326307,33.97567246,34.11451326,34.26982527,34.44165612,34.63006406,34.83512058,35.05691153,35.29553571,35.55110155,35.82372617,36.11354358,36.42072801,36.74554066
2076,33.45878757,33.46692351,33.49133435,33.53202904,33.58902196,33.66233227,33.75198315,33.85800136,33.98041711,34.11926467,34.27458387,34.44642226,34.63483784,34.83990132,35.06169684,35.30032020,35.55587558,35.82847515,36.11824830,36.42536554,36.75008624
2077,33.46350105,33.47163759,33.49605021,33.53674778,33.59374456,33.66705954,33.75671576,33.86273986,33.98516194,34.12401627,34.27934263,34.45118853,34.63961163,34.84468181,35.06648143,35.30510326,35.56064730,35.83322096,36.12294916,36.42999879,36.75462758
2078,33.46821488,33.47635201,33.50076641,33.54146683,33.59846743,33.67178705,33.76144859,33.86747854,33.98990696,34.12876804,34.28410156,34.45595491,34.64438542,34.84946202,35.07126524,35.30988483,35.56541667,35.83796360,36.12764619,36.43462787,36.75916477
2079,33.47292905,33.48106678,33.50548293,33.54618619,33.60319058,33.67651480,33.76618163,33.87221743,33.99465216,34.13351999,34.28886065,34.46072141,34.64915918,34.85424191,35.07604822,35.31466486,35.57018367,35.84270308,36.13233947,36.43925288,36.76369793
2080,33.47764357,33.48578189,33.51019977,33.55090584,33.60791399,33.68124280,33.77091489,33.87695652,33.99939755,34.13827212,34.29361991,34.46548802,34.65393290,34.85902145,35.08083034,35.31944328,35.57494825,35.84743941,36.13702905,36.44387391,36.76822719
2081,33.48235843,33.49049733,33.51491693,33.55562579,33.61263768,33.68597105,33.77564837,33.88169580,34.00414314,34.14302444,34.29837933,34.47025473,34.65870655,34.86380061,35.08561154,35.32422006,35.57971037,35.85217259,36.14171499,36.44849106,36.77275265
2082,33.48707362,33.49521310,33.51963441,33.56034603,33.61736164,33.69069953,33.78038207,33.88643529,34.00888891,34.14777694,34.30313892,34.47502152,34.66348013,34.86857935,35.09039177,35.32899512,35.58446999,35.85690261,36.14639733,36.45310443,36.77727443
2083,33.49178915,33.49992920,33.52435221,33.56506657,33.62208586,33.69542826,33.78511599,33.89117499,34.01363488,34.15252963,34.30789866,34.47978841,34.66825362,34.87335764,35.09517098,35.33376841,35.58922708,35.86162950,36.15107614,36.45771412,36.78179265
2084,33.49650502,33.50464564,33.52907032,33.56978741,33.62681036,33.70015723,33.78985013,33.89591487,34.01838101,34.15728243,34.31265845,34.48455522,34.67302686,34.87813545,35.09994940,35.33854050,35.59398231,35.86635358,36.15575117,36.46231939,36.78630632
2085,33.50122122,33.50936240,33.53378876,33.57450854,33.63153513,33.70488644,33.79458448,33.90065495,34.02312732,34.16203539,34.31741835,34.48932204,34.67779991,34.88291274,35.10472682,35.34331099,35.59873526,35.87107468,36.16042265,36.46692080,36.79081616
2086,33.50593775,33.51407949,33.53850750,33.57922996,33.63626016,33.70961590,33.79931906,33.90539523,34.02787381,34.16678851,34.32217836,34.49408887,34.68257276,34.88768948,35.10950319,35.34807979,35.60348585,35.87579279,36.16509063,36.47151849,36.79532234
2087,33.51065460,33.51879690,33.54322654,33.58395167,33.64098546,33.71434560,33.80405385,33.91013571,34.03262049,34.17154179,34.32693848,34.49885569,34.68734538,34.89246564,35.11427847,35.35284689,35.60823407,35.88050793,36.16975517,36.47611250,36.79982491
2088,33.51537177,33.52351462,33.54794589,33.58867367,33.64571102,33.71907554,33.80878887,33.91487640,34.03736735,34.17629523,34.33169870,34.50362249,34.69211776,34.89724118,35.11905262,35.35761225,35.61297993,35.88522011,36.17441631,36.48070292,36.80432395
2089,33.52008926,33.52823265,33.55266555,33.59339595,33.65043684,33.72380572,33.81352410,33.91961729,34.04211440,34.18104882,34.33645901,34.50838925,34.69688986,34.90201608,35.12382560,35.36237583,35.61772339,35.88992935,36.17907408,36.48528980,36.80881953
2090,33.52480706,33.53295100,33.55738550,33.59811851,33.65516293,33.72853614,33.81825956,33.92435838,34.04686164,34.18580257,34.34121941,34.51315597,34.70166168,34.90679030,35.12859739,35.36713761,35.62246447,35.89463568,36.18372855,36.48987321,36.81331173
2091,33.52952518,33.53766965,33.56210574,33.60284135,33.65988927,33.73326680,33.82299523,33.92909968,34.05160906,34.19055647,34.34597989,34.51792263,34.70643318,34.91156380,35.13336793,35.37189756,35.62720314,35.89933910,36.18837975,36.49445322,36.81780062
2092,33.53424361,33.54238862,33.56682629,33.60756447,33.66461588,33.73799769,33.82773113,33.93384117,34.05635663,34.19531048,34.35074039,34.52268917,34.71120434,34.91633664,35.13813738,35.37665588,35.63193956,35.90403966,36.19302760,36.49902961,36.82228591
2093,33.53896236,33.54710789,33.57154714,33.61228788,33.66934275,33.74272883,33.83246723,33.93858284,34.06110436,34.20006457,34.35550089,34.52745556,34.71597513,34.92110882,35.14290577,35.38141262,35.63667378,35.90873738,36.19767211,36.50360237,36.82676757
2094,33.54368141,33.55182748,33.57626828,33.61701156,33.67406988,33.74746020,33.83720355,33.94332471,34.06585224,34.20481879,34.36026143,34.53222182,34.72074554,34.92588025,35.14767294,35.38616760,35.64140567,35.91343226,36.20231340,36.50817172,36.83124589
2095,33.54840077,33.55654736,33.58098972,33.62173553,33.67879726,33.75219182,33.84194009,33.94806677,34.07060030,34.20957312,34.36502197,34.53698793,34.72551554,34.93065090,35.15243886,35.39092081,35.64613525,35.91812433,36.20695150,36.51273771,36.83572091
2096,33.55312044,33.56126754,33.58571144,33.62645976,33.68352491,33.75692367,33.84667685,33.95280903,34.07534852,34.21432755,34.36978253,34.54175388,34.73028511,34.93542074,35.15720352,35.39567223,35.65086252,35.92281360,36.21158646,36.51730038,36.84019268
2097,33.55784040,33.56598802,33.59043345,33.63118427,33.68825280,33.76165575,33.85141382,33.95755148,34.08009689,34.21908209,34.37454308,34.54651965,34.73505423,34.94018976,35.16196688,35.40042185,35.65558747,35.92750010,36.21621829,36.52185979,36.84466124
2098,33.56256066,33.57070880,33.59515575,33.63590905,33.69298096,33.76638807,33.85615102,33.96229413,34.08484543,34.22383672,34.37930363,34.55128522,34.73982287,34.94495791,35.16672892,35.40516966,35.66031011,35.93218383,36.22084705,36.52641598,36.84912665
2099,33.56728121,33.57542986,33.59987833,33.64063410,33.69770936,33.77112063,33.86088842,33.96703696,34.08959412,34.22859145,34.38406415,34.55605059,34.74459100,34.94972518,35.17148962,35.40991564,35.66503044,35.93686483,36.22547277,36.53096899,36.85358894
2100,33.57200207,33.58015122,33.60460119,33.64535942,33.70243802,33.77585343,33.86562604,33.97177999,34.09434296,34.23334625,34.38882463,34.56081572,34.74935864,34.95449158,35.17624902,35.41465983,35.66974853,35.94154326,36.23009592,36.53552027,36.85805243
2101,33.57672322,33.58487288,33.60932435,33.65008502,33.70716693,33.78058644,33.87036385,33.97652315,34.09909188,34.23810106,34.39358501,34.56558062,34.75412585,34.95925728,35.18100734,35.41940249,35.67446469,35.94621980,36.23471852,36.54007599,36.86253574
2102,33.58144467,33.58959483,33.61404778,33.65481088,33.71189609,33.78531969,33.87510187,33.98126650,34.10384093,34.24285593,34.39834532,34.57034525,34.75889252,34.96402210,35.18576436,35.42414338,35.67917866,35.95089391,36.23933896,36.54463111,36.86702351
2103,33.58616641,33.59431707,33.61877150,33.65953701,33.71662550,33.79005317,33.87984009,33.98601001,34.10859011,34.24761084,34.40310555,34.57510961,34.76365864,34.96878601,35.19052005,35.42888250,35.68389046,35.95556565,36.24395735,36.54918589,36.87151646
2104,33.59088844,33.59903959,33.62349549,33.66426340,33.72135516,33.79478687,33.88457852,33.99075370,34.11333941,34.25236579,34.40786569,34.57987367,34.76842420,34.97354900,35.19527439,35.43361984,35.68860009,35.96023505,36.24857380,36.55374061,36.87601528
2105,33.59561076,33.60376240,33.62821976,33.66899006,33.72608507,33.79952081,33.88931715,33.99549757,34.11808883,34.25712077,34.41262572,34.58463743,34.77318916,34.97831103,35.20002738,35.43835541,35.69330758,35.96490216,36.25318841,36.55829553,36.88052068
2106,33.60033336,33.60848549,33.63294430,33.67371698,33.73081523,33.80425497,33.89405599,34.00024160,34.12283836,34.26187578,34.41738564,34.58940086,34.77795351,34.98307210,35.20477901,35.44308918,35.69801294,35.96956702,36.25780129,36.56285090,36.88503337
2107,33.60505624,33.61320886,33.63766912,33.67844416,33.73554563,33.80898936,33.89879503,34.00498580,34.12758801,34.26663081,34.42214543,34.59416396,34.78271723,34.98783219,35.20952924,35.44782117,35.70271617,35.97422968,36.26241254,36.56740698,36.88955406
2108,33.60977941,33.61793251,33.64239421,33.68317160,33.74027628,33.81372398,33.90353427,34.00973016,34.13233776,34.27138585,34.42690509,34.59892669,34.78748030,34.99259127,35.21427807,35.45255136,35.70741730,35.97889017,36.26702227,36.57196405,36.89408344
