time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
59700,0.32133386,0.32101111,0.32004156,0.31842132,0.31614361,0.31319845,0.30957204,0.30524589,0.30019558,0.29438898,0.28778360,0.28032266,0.27192901,0.26249520,0.25186658,0.23981033,0.22595283,0.20963524,0.18950425,0.16182840,0.09311634
59760,0.32102567,0.32070338,0.31973522,0.31811729,0.31584283,0.31290185,0.30928057,0.30496050,0.29991723,0.29411866,0.28752232,0.28007148,0.27168902,0.26226757,0.25165261,0.23961147,0.22577079,0.20947219,0.18936315,0.16171392,0.09299188
59820,0.32071833,0.32039650,0.31942972,0.31781410,0.31554288,0.31260608,0.30898991,0.30467590,0.29963966,0.29384909,0.28726176,0.27982099,0.27144969,0.26204058,0.25143924,0.23941317,0.22558927,0.20930960,0.18922247,0.16159982,0.09286798
59880,0.32041184,0.32009047,0.31912508,0.31751176,0.31524377,0.31231113,0.30870005,0.30439208,0.29936285,0.29358027,0.28700194,0.27957120,0.27121104,0.26181423,0.25122647,0.23921543,0.22540827,0.20914749,0.18908221,0.16148609,0.09274461
59940,0.32010620,0.31978529,0.31882127,0.31721025,0.31494548,0.31201699,0.30841100,0.30410906,0.29908681,0.29331219,0.28674283,0.27932210,0.27097304,0.26158851,0.25101430,0.23901825,0.22522778,0.20898584,0.18894237,0.16137272,0.09262178
60000,0.31980140,0.31948095,0.31851831,0.31690958,0.31464802,0.31172366,0.30812274,0.30382681,0.29881153,0.29304486,0.28648444,0.27907369,0.27073571,0.26136341,0.25080272,0.23882162,0.22504781,0.20882466,0.18880294,0.16125973,0.09249949
60060,0.31949745,0.31917745,0.31821618,0.31660974,0.31435138,0.31143115,0.30783528,0.30354535,0.29853702,0.29277827,0.28622677,0.27882598,0.27049904,0.26113895,0.25059173,0.23862554,0.22486834,0.20866394,0.18866392,0.16114709,0.09237774
60120,0.31919433,0.31887479,0.31791489,0.31631072,0.31405556,0.31113944,0.30754862,0.30326467,0.29826326,0.29251241,0.28596981,0.27857895,0.27026302,0.26091510,0.25038133,0.23843002,0.22468938,0.20850368,0.18852532,0.16103482,0.09225652
60180,0.31889205,0.31857297,0.31761442,0.31601253,0.31376055,0.31084854,0.30726274,0.30298475,0.29799026,0.29224729,0.28571356,0.27833260,0.27002766,0.26069188,0.25017151,0.23823504,0.22451093,0.20834388,0.18838713,0.16092291,0.09213582
60240,0.31859061,0.31827197,0.31731479,0.31571516,0.31346636,0.31055844,0.30697766,0.30270561,0.29771802,0.29198290,0.28545802,0.27808693,0.26979295,0.26046928,0.24996228,0.23804060,0.22433298,0.20818454,0.18824934,0.16081136,0.09201565
60300,0.31828999,0.31797180,0.31701597,0.31541861,0.31317297,0.31026913,0.30669336,0.30242724,0.29744652,0.29171924,0.28520318,0.27784194,0.26955889,0.26024729,0.24975363,0.23784671,0.22415553,0.20802565,0.18811196,0.16070016,0.09189601
60360,0.31799019,0.31767246,0.31671798,0.31512287,0.31288039,0.30998063,0.30640983,0.30214964,0.29717577,0.29145630,0.28494904,0.27759763,0.26932547,0.26002592,0.24954556,0.23765336,0.22397858,0.20786721,0.18797498,0.16058932,0.09177688
60420,0.31769122,0.31737394,0.31642081,0.31482794,0.31258862,0.30969291,0.30612709,0.30187279,0.29690576,0.29119409,0.28469561,0.27735399,0.26909269,0.25980516,0.24933806,0.23746055,0.22380212,0.20770923,0.18783840,0.16047882,0.09165827
60480,0.31739307,0.31707624,0.31612445,0.31453382,0.31229764,0.30940598,0.30584512,0.30159671,0.29663649,0.29093259,0.28444286,0.27711102,0.26886056,0.25958501,0.24913114,0.23726827,0.22362616,0.20755169,0.18770222,0.16036868,0.09154018
60540,0.31709574,0.31677935,0.31582890,0.31424051,0.31200746,0.30911984,0.30556393,0.30132138,0.29636796,0.29067181,0.28419081,0.27686871,0.26862907,0.25936546,0.24892479,0.23707653,0.22345069,0.20739460,0.18756644,0.16025889,0.09142259
60600,0.31679922,0.31648327,0.31553416,0.31394800,0.31171808,0.30883448,0.30528350,0.30104680,0.29610017,0.29041175,0.28393946,0.27662707,0.26839821,0.25914652,0.24871901,0.23688531,0.22327571,0.20723796,0.18743105,0.16014944,0.09130551
60660,0.31650350,0.31618800,0.31524022,0.31365629,0.31142948,0.30854990,0.30500384,0.30077297,0.29583310,0.29015239,0.28368879,0.27638609,0.26816798,0.25892818,0.24851380,0.23669463,0.22310122,0.20708176,0.18729606,0.16004034,0.09118894
60720,0.31620860,0.31589354,0.31494709,0.31336537,0.31114168,0.30826610,0.30472494,0.30049990,0.29556677,0.28989375,0.28343880,0.27614577,0.26793838,0.25871044,0.24830915,0.23650447,0.22292721,0.20692599,0.18716145,0.15993157,0.09107287
60780,0.31591450,0.31559988,0.31465476,0.31307525,0.31085465,0.30798307,0.30444681,0.30022756,0.29530116,0.28963581,0.28318950,0.27590611,0.26770942,0.25849329,0.24810506,0.23631484,0.22275369,0.20677067,0.18702724,0.15982315,0.09095730
60840,0.31562120,0.31530702,0.31436322,0.31278592,0.31056841,0.30770081,0.30416943,0.29995597,0.29503628,0.28937857,0.28294087,0.27566710,0.26748107,0.25827674,0.24790153,0.23612573,0.22258064,0.20661578,0.18689341,0.15971507,0.09084223
60900,0.31532870,0.31501496,0.31407248,0.31249737,0.31028295,0.30741932,0.30389280,0.29968512,0.29477212,0.28912204,0.28269293,0.27542874,0.26725335,0.25806078,0.24769856,0.23593714,0.22240808,0.20646133,0.18675997,0.15960732,0.09072765
60960,0.31503699,0.31472369,0.31378252,0.31220961,0.30999826,0.30713859,0.30361693,0.29941500,0.29450867,0.28886620,0.28244565,0.27519103,0.26702625,0.25784541,0.24749615,0.23574907,0.22223599,0.20630730,0.18662692,0.15949990,0.09061356
61020,0.31474607,0.31443321,0.31349335,0.31192263,0.30971435,0.30685862,0.30334181,0.29914562,0.29424594,0.28861105,0.28219905,0.27495397,0.26679977,0.25763063,0.24729428,0.23556151,0.22206438,0.20615371,0.18649424,0.15939282,0.09049996
61080,0.31445595,0.31414352,0.31320497,0.31163643,0.30943120,0.30657942,0.30306743,0.29887696,0.29398392,0.28835660,0.28195312,0.27471755,0.26657390,0.25741643,0.24709297,0.23537447,0.22189324,0.20600055,0.18636194,0.15928607,0.09038685
61140,0.31416660,0.31385461,0.31291737,0.31135100,0.30914882,0.30630097,0.30279379,0.29860904,0.29372261,0.28810284,0.28170785,0.27448177,0.26634865,0.25720281,0.24689221,0.23518793,0.22172258,0.20584781,0.18623003,0.15917965,0.09027421
61200,0.31387804,0.31356648,0.31263054,0.31106634,0.30886721,0.30602327,0.30252089,0.29834183,0.29346201,0.28784976,0.28146325,0.27424663,0.26612400,0.25698977,0.24669199,0.23500191,0.22155238,0.20569550,0.18609849,0.15907356,0.09016206
61260,0.31359031,0.31327918,0.31234453,0.31078250,0.30858640,0.30574637,0.30224878,0.29807540,0.29320215,0.28759741,0.28121935,0.27401216,0.26590000,0.25677734,0.24649235,0.23481642,0.22138267,0.20554364,0.18596734,0.15896781,0.09005042
61320,0.31330332,0.31299262,0.31205927,0.31049939,0.30830631,0.30547018,0.30197737,0.29780965,0.29294297,0.28734570,0.28097608,0.27377830,0.26567658,0.25656547,0.24629322,0.23463142,0.22121341,0.20539217,0.18583655,0.15886237,0.08993923
61380,0.31301709,0.31270682,0.31177476,0.31021703,0.30802697,0.30519472,0.30170667,0.29754460,0.29268447,0.28709467,0.28073345,0.27354505,0.26545375,0.25635415,0.24609463,0.23444691,0.22104460,0.20524112,0.18570613,0.15875724,0.08982850
61440,0.31273163,0.31242179,0.31149101,0.30993543,0.30774838,0.30492001,0.30143671,0.29728027,0.29242667,0.28684431,0.28049148,0.27331244,0.26523153,0.25614341,0.24589657,0.23426290,0.22087626,0.20509049,0.18557607,0.15865244,0.08971824
61500,0.31244694,0.31213753,0.31120803,0.30965459,0.30747054,0.30464603,0.30116747,0.29701665,0.29216956,0.28659463,0.28025015,0.27308045,0.26500990,0.25593323,0.24569905,0.23407939,0.22070837,0.20494027,0.18544638,0.15854795,0.08960845
61560,0.31216301,0.31185403,0.31092581,0.30937451,0.30719345,0.30437279,0.30089895,0.29675373,0.29191314,0.28634561,0.28000948,0.27284909,0.26478886,0.25572362,0.24550206,0.23389638,0.22054094,0.20479047,0.18531706,0.15844378,0.08949913
61620,0.31187985,0.31157129,0.31064435,0.30909517,0.30691710,0.30410029,0.30063116,0.29649153,0.29165741,0.28609727,0.27976945,0.27261834,0.26456842,0.25551457,0.24530560,0.23371386,0.22037397,0.20464107,0.18518810,0.15833993,0.08939027
61680,0.31159744,0.31128931,0.31036364,0.30881659,0.30664149,0.30382851,0.30036408,0.29623002,0.29140236,0.28584958,0.27953006,0.27238822,0.26434857,0.25530609,0.24510967,0.23353183,0.22020745,0.20449209,0.18505951,0.15823639,0.08928186
61740,0.31131579,0.31100808,0.31008368,0.30853875,0.30636662,0.30355746,0.30009772,0.29596922,0.29114800,0.28560257,0.27929132,0.27215871,0.26412931,0.25509816,0.24491426,0.23335029,0.22004138,0.20434351,0.18493127,0.15813316,0.08917392
61800,0.31103490,0.31072761,0.30980448,0.30826165,0.30609248,0.30328714,0.29983207,0.29570911,0.29089432,0.28535621,0.27905321,0.27192981,0.26391064,0.25489079,0.24471938,0.23316924,0.21987576,0.20419534,0.18480339,0.15803024,0.08906643
61860,0.31075475,0.31044788,0.30952601,0.30798529,0.30581908,0.30301754,0.29956713,0.29544969,0.29064131,0.28511051,0.27881574,0.27170153,0.26369255,0.25468398,0.24452502,0.23298868,0.21971058,0.20404758,0.18467587,0.15792762,0.08895939
61920,0.31047536,0.31016891,0.30924830,0.30770968,0.30554640,0.30274866,0.29930289,0.29519097,0.29038898,0.28486546,0.27857890,0.27147385,0.26347504,0.25447771,0.24433118,0.23280860,0.21954585,0.20390021,0.18454871,0.15782532,0.08885280
61980,0.31019671,0.30989067,0.30897132,0.30743479,0.30527445,0.30248049,0.29903936,0.29493294,0.29013732,0.28462107,0.27834269,0.27124679,0.26325812,0.25427200,0.24413786,0.23262901,0.21938157,0.20375325,0.18442189,0.15772332,0.08874666
62040,0.30991880,0.30961318,0.30869508,0.30716064,0.30500323,0.30221304,0.29877654,0.29467560,0.28988633,0.28437733,0.27810711,0.27102032,0.26304177,0.25406684,0.24394506,0.23244989,0.21921772,0.20360668,0.18429544,0.15762162,0.08864096
62100,0.30964163,0.30933643,0.30841957,0.30688722,0.30473273,0.30194630,0.29851441,0.29441894,0.28963601,0.28413423,0.27787216,0.27079446,0.26282599,0.25386222,0.24375276,0.23227126,0.21905432,0.20346052,0.18416933,0.15752022,0.08853571
62160,0.30936519,0.30906041,0.30814480,0.30661452,0.30446294,0.30168027,0.29825297,0.29416296,0.28938635,0.28389178,0.27763783,0.27056919,0.26261079,0.25365814,0.24356098,0.23209309,0.21889135,0.20331474,0.18404357,0.15741913,0.08843089
62220,0.30908949,0.30878512,0.30787075,0.30634255,0.30419388,0.30141494,0.29799223,0.29390765,0.28913735,0.28364998,0.27740412,0.27034453,0.26239616,0.25345460,0.24336971,0.23191541,0.21872882,0.20316937,0.18391815,0.15731833,0.08832651
62280,0.30881452,0.30851057,0.30759744,0.30607130,0.30392552,0.30115032,0.29773218,0.29365303,0.28888902,0.28340881,0.27717103,0.27012045,0.26218209,0.25325161,0.24317894,0.23173819,0.21856672,0.20302438,0.18379308,0.15721782,0.08822257
62340,0.30854028,0.30823674,0.30732484,0.30580077,0.30365788,0.30088640,0.29747282,0.29339908,0.28864134,0.28316828,0.27693856,0.26989698,0.26196859,0.25304915,0.24298868,0.23156145,0.21840506,0.20287978,0.18366836,0.15711762,0.08811906
62400,0.30826677,0.30796363,0.30705297,0.30553095,0.30339094,0.30062318,0.29721415,0.29314580,0.28839431,0.28292839,0.27670670,0.26967409,0.26175566,0.25284723,0.24279893,0.23138517,0.21824382,0.20273557,0.18354398,0.15701771,0.08801598
62460,0.30799398,0.30769125,0.30678182,0.30526184,0.30312471,0.30036065,0.29695615,0.29289319,0.28814794,0.28268913,0.27647545,0.26945178,0.26154329,0.25264583,0.24260967,0.23120936,0.21808301,0.20259175,0.18341993,0.15691808,0.08791333
62520,0.30772190,0.30741959,0.30651138,0.30499345,0.30285918,0.30009881,0.29669884,0.29264124,0.28790221,0.28245050,0.27624481,0.26923007,0.26133147,0.25244497,0.24242092,0.23103402,0.21792263,0.20244832,0.18329623,0.15681875,0.08781110
62580,0.30745055,0.30714864,0.30624165,0.30472576,0.30259435,0.29983766,0.29644221,0.29238996,0.28765714,0.28221249,0.27601478,0.26900893,0.26112022,0.25224464,0.24223266,0.23085913,0.21776268,0.20230526,0.18317287,0.15671971,0.08770930
62640,0.30717991,0.30687840,0.30597264,0.30445878,0.30233022,0.29957720,0.29618625,0.29213934,0.28741270,0.28197512,0.27578535,0.26878838,0.26090951,0.25204483,0.24204489,0.23068471,0.21760315,0.20216259,0.18304984,0.15662096,0.08760792
62700,0.30690998,0.30660888,0.30570433,0.30419250,0.30206678,0.29931743,0.29593096,0.29188937,0.28716891,0.28173836,0.27555652,0.26856841,0.26069936,0.25184555,0.24185762,0.23051075,0.21744404,0.20202030,0.18292714,0.15652249,0.08750695
62760,0.30664076,0.30634007,0.30543673,0.30392692,0.30180404,0.29905833,0.29567635,0.29164007,0.28692576,0.28150223,0.27532830,0.26834901,0.26048977,0.25164679,0.24167084,0.23033724,0.21728535,0.20187839,0.18280478,0.15642431,0.08740641
62820,0.30637225,0.30607196,0.30516983,0.30366204,0.30154198,0.29879992,0.29542240,0.29139141,0.28668325,0.28126672,0.27510067,0.26813019,0.26028072,0.25144855,0.24148455,0.23016419,0.21712707,0.20173685,0.18268275,0.15632641,0.08730627
62880,0.30610444,0.30580455,0.30490363,0.30339785,0.30128061,0.29854219,0.29516911,0.29114341,0.28644137,0.28103182,0.27487363,0.26791193,0.26007221,0.25125083,0.24129875,0.22999160,0.21696922,0.20159569,0.18256105,0.15622879,0.08720655
62940,0.30583734,0.30553784,0.30463812,0.30313435,0.30101993,0.29828512,0.29491649,0.29089606,0.28620012,0.28079753,0.27464719,0.26769425,0.25986425,0.25105363,0.24111343,0.22981945,0.21681178,0.20145490,0.18243967,0.15613145,0.08710724
63000,0.30557093,0.30527184,0.30437331,0.30287154,0.30075993,0.29802873,0.29466453,0.29064935,0.28595950,0.28056386,0.27442134,0.26747714,0.25965684,0.25085694,0.24092859,0.22964776,0.21665475,0.20131449,0.18231863,0.15603439,0.08700834
63060,0.30530522,0.30500652,0.30410920,0.30260942,0.30050060,0.29777301,0.29441323,0.29040329,0.28571951,0.28033079,0.27419608,0.26726059,0.25944996,0.25066076,0.24074424,0.22947651,0.21649813,0.20117444,0.18219791,0.15593761,0.08690984
63120,0.30504020,0.30474190,0.30384577,0.30234798,0.30024195,0.29751796,0.29416258,0.29015786,0.28548015,0.28009834,0.27397141,0.26704461,0.25924362,0.25046509,0.24056037,0.22930571,0.21634192,0.20103477,0.18207751,0.15584110,0.08681174
63180,0.30477587,0.30447797,0.30358303,0.30208723,0.29998398,0.29726357,0.29391258,0.28991308,0.28524140,0.27986648,0.27374731,0.26682918,0.25903782,0.25026993,0.24037697,0.22913535,0.21618612,0.20089546,0.18195743,0.15574486,0.08671405
63240,0.30451223,0.30421473,0.30332097,0.30182715,0.29972668,0.29700984,0.29366324,0.28966893,0.28500328,0.27963523,0.27352380,0.26661432,0.25883255,0.25007527,0.24019405,0.22896543,0.21603072,0.20075651,0.18183768,0.15564891,0.08661675
63300,0.30424928,0.30395217,0.30305960,0.30156775,0.29947004,0.29675678,0.29341454,0.28942542,0.28476578,0.27940458,0.27330087,0.26640001,0.25862781,0.24988112,0.24001160,0.22879596,0.21587573,0.20061793,0.18171824,0.15555322,0.08651985
63360,0.30398701,0.30369030,0.30279890,0.30130902,0.29921408,0.29650437,0.29316649,0.28918253,0.28452889,0.27917453,0.27307852,0.26618625,0.25842360,0.24968747,0.23982963,0.22862692,0.21572114,0.20047971,0.18159913,0.15545780,0.08642335
63420,0.30372542,0.30342910,0.30253888,0.30105097,0.29895878,0.29625261,0.29291908,0.28894028,0.28429261,0.27894507,0.27285674,0.26597305,0.25821992,0.24949433,0.23964812,0.22845832,0.21556695,0.20034186,0.18148033,0.15536265,0.08632723
63480,0.30346451,0.30316858,0.30227954,0.30079358,0.29870413,0.29600151,0.29267231,0.28869866,0.28405695,0.27871621,0.27263554,0.26576040,0.25801677,0.24930167,0.23946709,0.22829016,0.21541317,0.20020436,0.18136184,0.15526777,0.08623151
63540,0.30320428,0.30290874,0.30202086,0.30053686,0.29845015,0.29575105,0.29242618,0.28845765,0.28382189,0.27848793,0.27241490,0.26554830,0.25781413,0.24910952,0.23928652,0.22812243,0.21525977,0.20006722,0.18124367,0.15517315,0.08613618
63600,0.30294472,0.30264957,0.30176286,0.30028080,0.29819683,0.29550125,0.29218069,0.28821728,0.28358744,0.27826025,0.27219484,0.26533674,0.25761202,0.24891786,0.23910641,0.22795513,0.21510678,0.19993044,0.18112581,0.15507880,0.08604123
63660,0.30268583,0.30239106,0.30150552,0.30002541,0.29794416,0.29525209,0.29193583,0.28797752,0.28335360,0.27803315,0.27197534,0.26512573,0.25741043,0.24872669,0.23892677,0.22778827,0.21495418,0.19979401,0.18100826,0.15498471,0.08594666
63720,0.30242761,0.30213323,0.30124885,0.29977067,0.29769214,0.29500357,0.29169160,0.28773837,0.28312036,0.27780663,0.27175640,0.26491526,0.25720936,0.24853602,0.23874759,0.22762183,0.21480197,0.19965794,0.18089103,0.15489089,0.08585248
63780,0.30217005,0.30187606,0.30099284,0.29951659,0.29744077,0.29475569,0.29144800,0.28749985,0.28288771,0.27758070,0.27153803,0.26470533,0.25700880,0.24834583,0.23856886,0.22745581,0.21465015,0.19952221,0.18077409,0.15479732,0.08575868
63840,0.30191316,0.30161955,0.30073749,0.29926317,0.29719004,0.29450845,0.29120502,0.28726193,0.28265567,0.27735534,0.27132021,0.26449593,0.25680876,0.24815613,0.23839060,0.22729023,0.21449873,0.19938684,0.18065747,0.15470402,0.08566526
63900,0.30165693,0.30136370,0.30048279,0.29901040,0.29693997,0.29426184,0.29096267,0.28702463,0.28242422,0.27713057,0.27110296,0.26428708,0.25660922,0.24796691,0.23821279,0.22712506,0.21434769,0.19925182,0.18054115,0.15461097,0.08557221
63960,0.30140135,0.30110851,0.30022875,0.29875827,0.29669053,0.29401587,0.29072094,0.28678794,0.28219336,0.27690637,0.27088626,0.26407875,0.25641020,0.24777818,0.23803543,0.22696032,0.21419704,0.19911714,0.18042514,0.15451818,0.08547953
64020,0.30114644,0.30085398,0.29997536,0.29850679,0.29644173,0.29377052,0.29047983,0.28655185,0.28196310,0.27668274,0.27067011,0.26387096,0.25621169,0.24758993,0.23785853,0.22679600,0.21404677,0.19898281,0.18030943,0.15442565,0.08538723
64080,0.30089217,0.30060010,0.29972262,0.29825596,0.29619358,0.29352581,0.29023934,0.28631636,0.28173342,0.27645969,0.27045452,0.26366370,0.25601368,0.24740215,0.23768207,0.22663210,0.21389688,0.19884883,0.18019402,0.15433337,0.08529530
64140,0.30063856,0.30034686,0.29947053,0.29800577,0.29594605,0.29328172,0.28999946,0.28608148,0.28150433,0.27623720,0.27023947,0.26345697,0.25581617,0.24721486,0.23750607,0.22646861,0.21374738,0.19871519,0.18007891,0.15424134,0.08520373
64200,0.30038560,0.30009428,0.29921908,0.29775622,0.29569916,0.29303826,0.28976020,0.28584720,0.28127582,0.27601528,0.27002498,0.26325076,0.25561917,0.24702804,0.23733051,0.22630554,0.21359826,0.19858188,0.17996410,0.15414957,0.08511253
64260,0.30013328,0.29984234,0.29896828,0.29750731,0.29545290,0.29279541,0.28952154,0.28561351,0.28104789,0.27579392,0.26981102,0.26304508,0.25542266,0.24684169,0.23715539,0.22614288,0.21344952,0.19844892,0.17984958,0.15405804,0.08502170
64320,0.29988161,0.29959105,0.29871811,0.29725903,0.29520727,0.29255319,0.28928350,0.28538042,0.28082055,0.27557313,0.26959761,0.26283991,0.25522666,0.24665582,0.23698072,0.22598063,0.21330115,0.19831630,0.17973537,0.15396677,0.08493122
64380,0.29963058,0.29934039,0.29846859,0.29701139,0.29496226,0.29231158,0.28904606,0.28514792,0.28059378,0.27535290,0.26938475,0.26263527,0.25503115,0.24647041,0.23680649,0.22581879,0.21315316,0.19818402,0.17962144,0.15387574,0.08484111
64440,0.29938019,0.29909037,0.29821970,0.29676437,0.29471788,0.29207059,0.28880922,0.28491602,0.28036759,0.27513323,0.26917242,0.26243115,0.25483613,0.24628547,0.23663270,0.22565737,0.21300554,0.19805207,0.17950781,0.15378496,0.08475136
64500,0.29913043,0.29884099,0.29797144,0.29651799,0.29447412,0.29183021,0.28857298,0.28468470,0.28014197,0.27491411,0.26896063,0.26222754,0.25464161,0.24610100,0.23645935,0.22549635,0.21285830,0.19792046,0.17939448,0.15369443,0.08466196
64560,0.29888131,0.29859225,0.29772381,0.29627223,0.29423097,0.29159044,0.28833735,0.28445396,0.27991692,0.27469555,0.26874937,0.26202445,0.25444757,0.24591700,0.23628644,0.22533573,0.21271143,0.19778918,0.17928143,0.15360414,0.08457291
64620,0.29863283,0.29834413,0.29747681,0.29602709,0.29398845,0.29135128,0.28810231,0.28422382,0.27969245,0.27447754,0.26853865,0.26182186,0.25425403,0.24573346,0.23611396,0.22517552,0.21256492,0.19765823,0.17916868,0.15351409,0.08448422
64680,0.29838497,0.29809665,0.29723044,0.29578257,0.29374654,0.29111272,0.28786786,0.28399425,0.27946854,0.27426008,0.26832846,0.26161979,0.25406097,0.24555038,0.23594191,0.22501571,0.21241879,0.19752761,0.17905621,0.15342429,0.08439588
64740,0.29813774,0.29784979,0.29698469,0.29553868,0.29350524,0.29087477,0.28763401,0.28376526,0.27924519,0.27404316,0.26811880,0.26141823,0.25386840,0.24536776,0.23577030,0.22485630,0.21227302,0.19739733,0.17894403,0.15333473,0.08430789
64800,0.29789114,0.29760355,0.29673956,0.29529540,0.29326455,0.29063741,0.28740075,0.28353685,0.27902241,0.27382680,0.26790966,0.26121717,0.25367631,0.24518559,0.23559911,0.22469729,0.21212762,0.19726737,0.17883214,0.15324540,0.08422025
64860,0.29764520,0.29735798,0.29649509,0.29505277,0.29302450,0.29040070,0.28716811,0.28330905,0.27880022,0.27361101,0.26770108,0.26101665,0.25348474,0.24500391,0.23542838,0.22453870,0.21198260,0.19713775,0.17872054,0.15315633,0.08413297
64920,0.29739985,0.29711300,0.29625121,0.29481073,0.29278504,0.29016455,0.28693603,0.28308180,0.27857857,0.27339574,0.26749301,0.26081661,0.25329362,0.24482267,0.23525806,0.22438049,0.21183793,0.19700845,0.17860922,0.15306749,0.08404602
64980,0.29715511,0.29686863,0.29600794,0.29456929,0.29254617,0.28992899,0.28670453,0.28285512,0.27835746,0.27318100,0.26728544,0.26061706,0.25310297,0.24464187,0.23508815,0.22422267,0.21169362,0.19687947,0.17849818,0.15297888,0.08395941
65040,0.29691098,0.29662487,0.29576528,0.29432845,0.29230789,0.28969402,0.28647361,0.28262899,0.27813691,0.27296680,0.26707840,0.26041800,0.25291279,0.24446152,0.23491867,0.22406524,0.21154966,0.19675080,0.17838742,0.15289051,0.08387313
65100,0.29666747,0.29638172,0.29552322,0.29408822,0.29207022,0.28945964,0.28624327,0.28240344,0.27791691,0.27275313,0.26687187,0.26021945,0.25272309,0.24428162,0.23474960,0.22390820,0.21140606,0.19662246,0.17827694,0.15280237,0.08378720
65160,0.29642458,0.29613918,0.29528178,0.29384859,0.29183314,0.28922585,0.28601350,0.28217845,0.27769746,0.27254000,0.26666586,0.26002139,0.25253386,0.24410216,0.23458096,0.22375155,0.21126282,0.19649444,0.17816673,0.15271446,0.08370160
65220,0.29618229,0.29589726,0.29504094,0.29360957,0.29159666,0.28899264,0.28578431,0.28195403,0.27747856,0.27232740,0.26646036,0.25982382,0.25234510,0.24392315,0.23441274,0.22359529,0.21111993,0.19636674,0.17805681,0.15262678,0.08361633
65280,0.29594061,0.29565594,0.29480070,0.29337114,0.29136077,0.28876002,0.28555569,0.28173016,0.27726020,0.27211533,0.26625537,0.25962675,0.25215682,0.24374459,0.23424493,0.22343942,0.21097740,0.19623936,0.17794716,0.15253934,0.08353140
65340,0.29569953,0.29541522,0.29456107,0.29313331,0.29112547,0.28852798,0.28532765,0.28150686,0.27704239,0.27190379,0.26605089,0.25943016,0.25196899,0.24356647,0.23407754,0.22328393,0.21083522,0.19611229,0.17783778,0.15245213,0.08344680
65400,0.29545906,0.29517511,0.29432203,0.29289608,0.29089076,0.28829652,0.28510017,0.28128411,0.27682513,0.27169278,0.26584693,0.25923407,0.25178164,0.24338879,0.23391056,0.22312883,0.21069339,0.19598553,0.17772868,0.15236514,0.08336253
65460,0.29521919,0.29493560,0.29408360,0.29265943,0.29065663,0.28806564,0.28487326,0.28106191,0.27660840,0.27148229,0.26564346,0.25903846,0.25159475,0.24321155,0.23374400,0.22297411,0.21055191,0.19585909,0.17761985,0.15227838,0.08327859
65520,0.29497991,0.29469668,0.29384576,0.29242338,0.29042309,0.28783533,0.28464692,0.28084027,0.27639221,0.27127232,0.26544051,0.25884333,0.25140832,0.24303474,0.23357784,0.22281977,0.21041078,0.19573296,0.17751130,0.15219185,0.08319497
65580,0.29474124,0.29445836,0.29360851,0.29218792,0.29019013,0.28760559,0.28442114,0.28061918,0.27617656,0.27106287,0.26523805,0.25864868,0.25122235,0.24285837,0.23341209,0.22266581,0.21027000,0.19560715,0.17740301,0.15210554,0.08311168
65640,0.29450316,0.29422064,0.29337185,0.29195304,0.28995775,0.28737643,0.28419592,0.28039864,0.27596144,0.27085395,0.26503610,0.25845452,0.25103683,0.24268244,0.23324676,0.22251222,0.21012956,0.19548164,0.17729500,0.15201946,0.08302871
65700,0.29426567,0.29398350,0.29313578,0.29171875,0.28972595,0.28714784,0.28397126,0.28017865,0.27574686,0.27064553,0.26483464,0.25826084,0.25085178,0.24250694,0.23308182,0.22235902,0.20998947,0.19535644,0.17718725,0.15193360,0.08294607
65760,0.29402877,0.29374696,0.29290030,0.29148504,0.28949472,0.28691981,0.28374716,0.27995920,0.27553281,0.27043764,0.26463368,0.25806763,0.25066718,0.24233186,0.23291729,0.22220619,0.20984972,0.19523155,0.17707977,0.15184797,0.08286374
65820,0.29379246,0.29351100,0.29266540,0.29125191,0.28926407,0.28669235,0.28352361,0.27974029,0.27531928,0.27023025,0.26443322,0.25787490,0.25048303,0.24215722,0.23275317,0.22205373,0.20971031,0.19510697,0.17697256,0.15176255,0.08278173
65880,0.29355674,0.29327563,0.29243108,0.29101935,0.28903398,0.28646545,0.28330061,0.27952192,0.27510629,0.27002338,0.26423325,0.25768264,0.25029934,0.24198301,0.23258944,0.22190164,0.20957124,0.19498268,0.17686561,0.15167736,0.08270003
65940,0.29332160,0.29304084,0.29219735,0.29078737,0.28880447,0.28623911,0.28307817,0.27930410,0.27489381,0.26981702,0.26403377,0.25749085,0.25011609,0.24180922,0.23242612,0.22174993,0.20943251,0.19485871,0.17675893,0.15159239,0.08261865
66000,0.29308704,0.29280663,0.29196419,0.29055597,0.28857552,0.28601333,0.28285627,0.27908681,0.27468187,0.26961116,0.26383478,0.25729953,0.24993330,0.24163586,0.23226319,0.22159858,0.20929412,0.19473503,0.17665250,0.15150763,0.08253759
66060,0.29285306,0.29257300,0.29173161,0.29032514,0.28834714,0.28578811,0.28263492,0.27887005,0.27447044,0.26940581,0.26363628,0.25710868,0.24975095,0.24146292,0.23210066,0.22144761,0.20915607,0.19461166,0.17654634,0.15142309,0.08245683
